No.,Full Hadith,Isnad,Matan,Author's Comments,Degree,Authenticity,Topic
364,368- لأن أصوم يوما من شعبان أحب إلي من أن أفطر يوما من رمضان من كلام علي -رضي الله عنه- فإن رجلا شهد عنده على رؤية الهلال فصام وأمر الناس بالصيام وقال أصوم يوما إلى آخره ,, لأن أصوم يوما من شعبان أحب إلي من أن أفطر يوما من رمضان,من كلام علي -رضي الله عنه- فإن رجلا شهد عنده على رؤية الهلال فصام وأمر الناس بالصيام وقال أصوم يوما إلى آخره ,,non-authentic, باب اللام 
365,369- لحوم العلماء مسمومة ليس بحديث وهو مأخوذ من الآية أَيُحِبُّ أَحَدُكُمْ الحجرات12 وهو من كلام ابن عساكر ,,لحوم العلماء مسمومة,ليس بحديث وهو مأخوذ من الآية أَيُحِبُّ أَحَدُكُمْ الحجرات12 وهو من كلام ابن عساكر , ليس بحديث,non-authentic, باب اللام 
366,370- لسعت حية الهوى كبدي فلا طبيب لها ولا راقي  إلا الحبيب الذي شغفت به فذكره رقيتي وترياقي  قال ابن تيمية ما اشتهر أن أبا محذورة أنشده بين يديه حتى وقعت البردة الشريفة عن كتفه فتقاسمهما أهل الصفة وجعلوها رقعا في ثيابهم كذب باتفاق أهل العلم بالحديث وما روي فموضوع الجد الحثيث ج:1 ص:178 ,,لسعت حية الهوى كبدي فلا طبيب لها ولا راقي  إلا الحبيب الذي شغفت به فذكره رقيتي وترياقي,قال ابن تيمية ما اشتهر أن أبا محذورة أنشده بين يديه حتى وقعت البردة الشريفة عن كتفه فتقاسمهما أهل الصفة وجعلوها رقعا في ثيابهم كذب باتفاق أهل العلم بالحديث وما روي فموضوع الجد الحثيث ج:1 ص:178 ,,non-authentic, باب اللام 
367,371- اللعب بالحمام مجلبة للفقر لا يعرف بلفظه لكن جاء عن إبراهيم النخعي أنه قال من لعب بالحمام الطائر لم يمت حتى يذوق الفقر ,,اللعب بالحمام مجلبة للفقر,لا يعرف بلفظه لكن جاء عن إبراهيم النخعي أنه قال من لعب بالحمام الطائر لم يمت حتى يذوق الفقر ,,non-authentic, باب اللام 
368,372- لعن الله اليهود ثم اليهود ثم أموات النصارى هذا لفظ جار على ألسنة العوام ولا أصل له في كتب الحديث والآثار ,,لعن الله اليهود ثم اليهود ثم أموات النصارى,هذا لفظ جار على ألسنة العوام ولا أصل له في كتب الحديث والآثار ,,non-authentic, باب اللام 
369,373- لعن الله الكاذب ولو كان مازحا لا يعرف في المرفوع نعم في حديث أبي هريرة لا يؤمن العبد الإيمان كله حتى يترك الكذب في المزاح والمراء وإن كان صادقا وفي حديثه الآخر يا أبا هريرة دع الكذب وإن كنت مازحا تكن أعبد الناس ,, لعن الله الكاذب ولو كان مازحا,لا يعرف في المرفوع نعم في حديث أبي هريرة لا يؤمن العبد الإيمان كله حتى يترك الكذب في المزاح والمراء وإن كان صادقا وفي حديثه الآخر يا أبا هريرة دع الكذب وإن كنت مازحا تكن أعبد الناس ,,non-authentic, باب اللام 
370,374- لكل بلوى عون ليس بحديث الجد الحثيث ج:1 ص:179 ,,لكل بلوى عون,ليس بحديث الجد الحثيث ج:1 ص:179 , ليس بحديث,non-authentic, باب اللام 
371,375- لكل حجرة أجرة ليس بحديث ,, لكل حجرة أجرة,ليس بحديث ,ليس بحديث ,non-authentic, باب اللام 
372,376- لكل داخل دهشة يروى عن ابن عباس أنه قال لكل داخل برقة قال الخطبي البرقة الدهشة ,, لكل داخل دهشة,يروى عن ابن عباس أنه قال لكل داخل برقة قال الخطبي البرقة الدهشة ,,non-authentic, باب اللام 
373,377- لكل زمان دولة ورجال هو شعر وليس بحديث لكنه في معنى قوله تعالى وَتِلْكَ الأَيَّامُ نُدَاوِلُهَا بَيْنَ النَاسِ آل عمران140 ,, لكل زمان دولة ورجال,هو شعر وليس بحديث لكنه في معنى قوله تعالى وَتِلْكَ الأَيَّامُ نُدَاوِلُهَا بَيْنَ النَاسِ آل عمران140 ,,non-authentic, باب اللام 
374,378- لكل ساقطة لاقطة قال الجد هو من كلام السلف ,,لكل ساقطة لاقطة,قال الجد هو من كلام السلف ,,non-authentic, باب اللام 
375,379- لكل فرحة ترحة جاء عن ابن مسعود موقوفا تمامه وما من بيت ملئ فرحا إلا ملئ ترحا الجد الحثيث ج:1 ص:180 ,,لكل فرحة ترحة,جاء عن ابن مسعود موقوفا تمامه وما من بيت ملئ فرحا إلا ملئ ترحا الجد الحثيث ج:1 ص:180 ,,non-authentic, باب اللام 
376,380- لكل قادم نصيب لا يعرف بهذا اللفظ لكنه في معنى ,,لكل قادم نصيب,لا يعرف بهذا اللفظ لكنه في معنى ,,non-authentic, باب اللام 
377,381- الضيف يأتي برزقه,,الضيف يأتي برزقه,,,non-authentic, باب اللام 
378,382- لكل مجتهد نصيب ليس بحديث وهو في معنى ,,لكل مجتهد نصيب,ليس بحديث وهو في معنى ,ليس بحديث,non-authentic, باب اللام 
379,383- من طلب وجد وجد ,,من طلب وجد وجد,,,non-authentic, باب اللام 
380,384- لكل مقام مقال ولكل زمان رجال جاء عن أبي الدرداء وأبي الطفيل موقوفا الجد الحثيث ج:1 ص:181 ,,لكل مقام مقال ولكل زمان رجال,جاء عن أبي الدرداء وأبي الطفيل موقوفا الجد الحثيث ج:1 ص:181 ,,non-authentic, باب اللام 
381,385- للبيت رب يحميه هو من كلام عبد المطلب في قصة الفيل لما سأل أبرهة أن يرد له إبله فقال سألتني مالك ولم تسألني الرجوع عن هذا البيت مع أنه شرفكم فقال إن للبيت ربا يحميه ,,للبيت رب يحميه,هو من كلام عبد المطلب في قصة الفيل لما سأل أبرهة أن يرد له إبله فقال سألتني مالك ولم تسألني الرجوع عن هذا البيت مع أنه شرفكم فقال إن للبيت ربا يحميه ,,non-authentic, باب اللام 
382,386- للخير معادن وللشر معادن ليس بحديث ومثله ,,للخير معادن وللشر معادن,ليس بحديث ومثله , ليس بحديث,non-authentic, باب اللام 
383,387- للخير أهل وللشر أهل وإنما لفظ الحديث الناس معادن ,,للخير أهل وللشر أهل,وإنما لفظ الحديث الناس معادن ,,non-authentic, باب اللام 
384,388- للمرأة عشر عورات يستر الزوج منهن عورة واحدة والقبر سائرهن قال الجد لم أقف عليه وفي معناه ,, للمرأة عشر عورات يستر الزوج منهن عورة واحدة والقبر سائرهن,قال الجد لم أقف عليه وفي معناه ,,non-authentic, باب اللام 
385,389- نعم الكفو القبر الجد الحثيث ج:1 ص:182 ,,نعم الكفو القبر,الجد الحثيث ج:1 ص:182 ,,non-authentic, باب اللام 
386,390- لما غسلت النبي اقتلصت محاجر عينيه فشربت فورثت علم الأولين والآخرين يحكى عن علي قال النووي وليس بصحيح ,, لما غسلت النبي اقتلصت محاجر عينيه فشربت فورثت علم الأولين والآخرين,يحكى عن علي قال النووي وليس بصحيح ,,non-authentic, باب اللام 
387,391- لو أحسن أحدكم ظنه بحجر -أو- لو اعتقد أحدكم حجرا نفعه الله به أو لنفعه كذب لا أصل له كما قال ابن تيمية وابن حجر وغيرهما ,,لو أحسن أحدكم ظنه بحجر -أو- لو اعتقد أحدكم حجرا نفعه الله به أو لنفعه,كذب لا أصل له كما قال ابن تيمية وابن حجر وغيرهما ,لا أصل له,non-authentic, باب اللام 
388,392- لو أن أهل العلم صانوه ووضعوه عند أهله سادوا به أهل زمانهم جاء عن عمر بن الخطاب وابن مسعود موقوفا الجد الحثيث ج:1 ص:183 ,,لو أن أهل العلم صانوه ووضعوه عند أهله سادوا به أهل زمانهم,,,non-authentic, باب اللام 
389,393- لو صدق السائل ما أفلح من رده قال الإمام أحمد وابن المديني لا أصل له ,,لو صدق السائل ما أفلح من رده,قال الإمام أحمد وابن المديني لا أصل له , لا أصل له,non-authentic, باب اللام 
390,394- لو علم الله في الخصيان خيرا لأخرج من أصلابهم ذرية توحد الله ولكن علم أن لا خير فيهم فأجبهم أخرجه الديلمي عن ابن عباس مرفوعا بلا سند ولا يصح بل كل ما فيه مدح لهم أو ذم باطل نعم في كلام الشافعي -رضي الله عنه- أربعة لا يعبأ الله بهم يوم القيامة زهد خصي وتقوى جندي وأمانة امرأة وعبادة صبي الجد الحثيث ج:1 ص:184 ,,لو علم الله في الخصيان خيرا لأخرج من أصلابهم ذرية توحد الله ولكن علم أن لا خير فيهم فأجبهم,أخرجه الديلمي عن ابن عباس مرفوعا بلا سند ولا يصح بل كل ما فيه مدح لهم أو ذم باطل نعم في كلام الشافعي -رضي الله عنه- أربعة لا يعبأ الله بهم يوم القيامة زهد خصي وتقوى جندي وأمانة امرأة وعبادة صبي الجد الحثيث ج:1 ص:184 ,,non-authentic, باب اللام 
